연번,상가유형,호선,역명,상가번호,면적,영업업종,계약시작,계약종료,임대료(원)
1456,67일괄,7호선,이수(7)역,736-315,64,,,,
1457,67일괄,7호선,이수(7)역,736-316,35,,,,
1458,67일괄,7호선,이수(7)역,736-317,25,,,,
1459,67일괄,7호선,이수(7)역,736-320,23,,,,
1460,67일괄,7호선,이수(7)역,736-321,35,,,,
1461,네트워크,7호선,남성역,737-101,45.25,편의점,2020-02-13,2025-04-12,9788350
1462,67일괄,7호선,남성역,737-202,45,,,,
1463,67일괄,7호선,남성역,737-203,26,,,,
1464,67일괄,7호선,남성역,737-204,15,,,,
1465,67일괄,7호선,남성역,737-205,50,,,,
1466,네트워크,7호선,숭실대입구역,738-101,39.29,편의점,2020-02-13,2025-04-12,9835540
1467,네트워크,7호선,숭실대입구역,738-102,22.02,제과,2016-06-07,2021-08-06,2762795
1468,네트워크,7호선,숭실대입구역,738-201,37,액세서리,2018-05-09,2023-07-07,2373626
1469,67일괄,7호선,숭실대입구역,738-202,35.7,,,,
1470,개별(일반),7호선,숭실대입구역,738-203,42,꽃집,2018-11-20,2023-12-19,1300000
1471,67일괄,7호선,숭실대입구역,738-204,28,,,,
1472,67일괄,7호선,숭실대입구역,738-213,30,,,,
1473,개별(일반),7호선,숭실대입구역,738-501,116,공익상가,2020-08-05,2025-08-04,1430000
1474,네트워크,7호선,상도역,739-101,112.57,편의점,2020-02-13,2025-04-12,21907600
1475,개별(일반),7호선,상도역,739-201,25.2,제과,2018-09-28,2023-10-27,3517000
1476,67일괄,7호선,상도역,739-202,50,,,,
1477,67일괄,7호선,상도역,739-203,34,,,,
1478,67일괄,7호선,상도역,739-204,26,,,,
1479,네트워크,7호선,장승배기역,740-101,36.18,편의점,2020-02-13,2025-04-12,8185320
1480,개별(일반),7호선,장승배기역,740-201,35.52,의류,2019-06-25,2024-07-24,2710000
1481,67일괄,7호선,장승배기역,740-202,54,,,,
1482,67일괄,7호선,장승배기역,740-203,40,,,,
1483,67일괄,7호선,장승배기역,740-204,60,,,,
1484,67일괄,7호선,장승배기역,740-205,80,,,,
1485,67일괄,7호선,장승배기역,740-207,38,,,,
1486,네트워크,7호선,신대방삼거리역,741-101,51.49,편의점,2020-02-13,2025-04-12,13025870
1487,67일괄,7호선,신대방삼거리역,741-102,55,,,,
1488,네트워크,7호선,신대방삼거리역,741-201,25.06,액세서리,2018-05-09,2023-07-07,1607650
1489,개별(일반),7호선,신대방삼거리역,741-202,34,의류,2018-08-14,2023-09-12,1818300
1490,67일괄,7호선,신대방삼거리역,741-203,61,,,,
1491,67일괄,7호선,신대방삼거리역,741-204,43,,,,
1492,67일괄,7호선,신대방삼거리역,741-205,43,,,,
1493,67일괄,7호선,신대방삼거리역,741-206,49,,,,
1494,67일괄,7호선,신대방삼거리역,741-207,27,,,,
1495,67일괄,7호선,신대방삼거리역,741-208,42,,,,
1496,67일괄,7호선,신대방삼거리역,741-209,42,,,,
1497,67일괄,7호선,신대방삼거리역,741-210,42,,,,
1498,네트워크,7호선,보라매역,742-103,27.58,편의점,2020-02-13,2025-04-12,6309160
1499,67일괄,7호선,보라매역,742-105,38,,,,
1500,67일괄,7호선,보라매역,742-106,39,,,,
1501,67일괄,7호선,보라매역,742-107,32,,,,
1502,개별(일반),7호선,신풍역,743-103,30,의류,2019-12-17,2025-01-15,2020000
1503,네트워크,7호선,신풍역,743-104,32.82,편의점,2020-02-13,2025-04-12,8322600
1504,67일괄,7호선,신풍역,743-106,47,,,,
1505,67일괄,7호선,신풍역,743-108,40,,,,
1506,67일괄,7호선,신풍역,743-109,45,,,,
1507,67일괄,7호선,신풍역,743-110,45,,,,
1508,67일괄,7호선,신풍역,743-111,30,,,,
1509,67일괄,7호선,신풍역,743-112,30,,,,
1510,복합,7호선,대림(7)역,744-001,41.1,의류,2017-05-22,2022-09-19,22680670
1511,네트워크,7호선,대림(7)역,744-002,21.05,화장품(HB),2020-12-23,2026-03-23,3920862
1512,개별(일반),7호선,대림(7)역,744-003,22,생과자(완제품),2018-04-21,2023-05-20,7222000
1513,67일괄,7호선,대림(7)역,744-004,22,,,,
1514,네트워크,7호선,대림(7)역,744-101,49.58,플라워,2018-11-27,2024-01-25,6370673
1515,개별(일반),7호선,대림(7)역,744-102,44.74,의류,2020-06-08,2025-07-08,6600000
1516,복합,7호선,대림(7)역,744-103,68,의류,2017-05-22,2022-09-19,15079302
1517,네트워크,7호선,대림(7)역,744-104,29.51,편의점,2020-02-13,2025-04-12,13230360
1518,67일괄,7호선,대림(7)역,744-105,40,,,,
1519,67일괄,7호선,대림(7)역,744-106,39,,,,
1520,67일괄,7호선,대림(7)역,744-107,39,,,,
1521,67일괄,7호선,대림(7)역,744-108,30,,,,
1522,네트워크,7호선,남구로역,745-101,33.67,편의점,2020-02-13,2025-04-12,8428420
1523,67일괄,7호선,남구로역,745-103,40,,,,
1524,67일괄,7호선,남구로역,745-104,32,,,,
1525,공실,7호선,남구로역,745-201,69.14,,,,
1526,67일괄,7호선,남구로역,745-202,22,,,,
1527,67일괄,7호선,남구로역,745-203,43,,,,
1528,개별(일반),7호선,가산디지털단지역,746-001,31.71,의류,2020-11-26,2026-01-10,1300000
1529,개별(일반),7호선,가산디지털단지역,746-101,34,제과,2018-09-28,2023-10-27,7512000
1530,67일괄,7호선,가산디지털단지역,746-103,69,,,,
1531,네트워크,7호선,가산디지털단지역,746-301,41.97,플라워,2018-11-27,2024-01-25,3747975
1532,네트워크,7호선,가산디지털단지역,746-302,35.8,편의점,2020-02-13,2025-04-12,16485040
1533,네트워크,7호선,철산역,747-101,36.61,편의점,2020-02-13,2025-04-12,12851410
1534,복합,7호선,철산역,747-102,30,커피음료전문점,2016-05-02,2021-07-31,20050000
1535,복합,7호선,철산역,747-103,18,커피음료전문점,2016-05-02,2021-07-31,
1536,복합,7호선,철산역,747-105,63,여성의류,2016-05-02,2021-07-31,
1537,복합,7호선,철산역,747-106,71,액세서리,2016-05-02,2021-07-31,
1538,복합,7호선,철산역,747-109,42,여성의류,2016-05-02,2021-07-31,
1539,네트워크,7호선,광명사거리역,748-101,45.74,제과전문점,2021-02-25,2026-04-26,5844784
1540,네트워크,7호선,광명사거리역,748-102,34.27,편의점,2020-02-13,2025-04-12,12292280
1541,67일괄,7호선,광명사거리역,748-103,13,,,,
1542,네트워크,7호선,광명사거리역,748-201,37.17,화장품(HB),2020-12-23,2026-03-23,3849143
1543,67일괄,7호선,광명사거리역,748-203,44,,,,
1544,67일괄,7호선,광명사거리역,748-204,37,,,,
1545,67일괄,7호선,광명사거리역,748-205,40,,,,
1546,67일괄,7호선,광명사거리역,748-206,40,,,,
1547,67일괄,7호선,광명사거리역,748-207,41,,,,
1548,네트워크,7호선,천왕역,749-101,36.93,편의점,2020-02-13,2025-04-12,6160440
1549,개별(일반),7호선,천왕역,749-201,900.39,문화복지,2016-09-12,2022-03-10,1232310
1550,개별(일반),7호선,온수역,750-101,13.5,제과(완제품),2021-03-19,2026-04-18,2040000
1551,개별(일반),7호선,온수역,750-103,23.1,의류,2018-10-23,2023-11-21,3200000
1552,네트워크,7호선,온수역,750-104,29.81,편의점,2020-02-13,2025-04-12,6966960
1553,공실,7호선,온수역,750-105,41,,,,
1554,공실,7호선,온수역,750-106,35,,,,
1555,공실,7호선,온수역,750-107,82,,,,
1556,공실,7호선,온수역,750-108,128,,,,
1557,공실,7호선,온수역,750-112,60,,,,
1558,네트워크,7호선,까치울역,751-101,39,편의점,2018-06-29,2023-07-28,6767903
1559,네트워크,7호선,부천종합운동장역,752-101,58,편의점,2018-06-29,2023-07-28,9028975
1560,네트워크,7호선,춘의역,753-101,66,편의점,2018-06-29,2023-07-28,11453375
1561,네트워크,7호선,신중동역,754-101,65,편의점,2018-06-29,2023-07-28,20403240
1562,개별(일반),7호선,신중동역,754-102,62.06,분식,2020-12-23,2026-01-22,2500000
1563,네트워크,7호선,부천시청역,755-101,41,편의점,2018-06-29,2023-07-28,15590167
1564,개별(일반),7호선,부천시청역,755-102,25.56,커피(음료전문점),2020-11-16,2025-12-16,4301000
1565,개별(일반),7호선,부천시청역,755-103,24.48,액세서리,2020-02-24,2025-03-25,1820000
1566,개별(일반),7호선,부천시청역,755-104,21.24,의류,2017-09-16,2022-10-15,1426000
1567,네트워크,7호선,상동역,756-101,35,편의점,2018-06-29,2023-07-28,14559160
1568,개별(일반),7호선,상동역,756-102,42.02,제과,2021-02-25,2026-03-27,6807100
1569,네트워크,7호선,삼산체육관역,757-101,37,편의점,2018-06-29,2023-07-28,7648343
1570,네트워크,7호선,굴포천역,758-101,47,편의점,2018-06-29,2023-07-28,9595520
1571,개별(일반),7호선,부평구청역,759-101,214.88,공익상가,2020-05-26,2025-05-25,2710000
1572,네트워크,7호선,부평구청역,759-201,46,편의점,2018-06-29,2023-07-28,9273967
1573,개별(일반),8호선,암사역,810-101,36.54,수입과자,2019-10-08,2024-11-06,5130000
1574,네트워크,8호선,암사역,810-102,24,의류,2018-05-12,2023-07-10,1853755
1575,네트워크,8호선,암사역,810-103,35,편의점,2016-07-25,2021-11-17,13906760
1576,개별(일반),8호선,암사역,810-104,27.37,꽃집,2020-12-31,2026-01-30,2150000
1577,네트워크,8호선,강동구청역,812-101,30,편의점,2016-07-25,2021-11-17,8849507
1578,공실,8호선,강동구청역,812-102,36.96,,,,
1579,개별(일반),8호선,강동구청역,812-201,37.45,의류,2019-04-02,2024-05-01,2180000
1580,개별(일반),8호선,강동구청역,812-202,46.69,분식,2020-06-10,2025-07-10,2500000
1581,네트워크,8호선,몽촌토성역,813-101,36,편의점,2016-07-25,2021-11-17,7487918
1582,복합,8호선,잠실(8)역,814-101,191,분식,2016-01-11,2021-04-10,150873570
1583,복합,8호선,잠실(8)역,814-102,118,의료,2016-01-11,2021-04-10,
1584,복합,8호선,잠실(8)역,814-103,16,음료,2016-01-11,2021-04-10,
1585,복합,8호선,잠실(8)역,814-104,225,음식,2016-01-11,2021-04-10,
1586,복합,8호선,잠실(8)역,814-105,52,편의점,2016-01-11,2021-04-10,
1587,복합,8호선,잠실(8)역,814-106,708,도서 및 음료,2016-01-11,2021-04-10,
1588,복합,8호선,잠실(8)역,814-107,40,신발,2016-01-11,2021-04-10,
1589,복합,8호선,잠실(8)역,814-109,48,의류,2016-01-11,2021-04-10,
1590,복합,8호선,잠실(8)역,814-110,24,의류,2016-01-11,2021-04-10,
1591,복합,8호선,잠실(8)역,814-111,144,화장품,2016-01-11,2021-04-10,
1592,복합,8호선,잠실(8)역,814-112,24,분식,2016-01-11,2021-04-10,
1593,복합,8호선,잠실(8)역,814-113,48,여성의류,2016-01-11,2021-04-10,
1594,복합,8호선,잠실(8)역,814-114,14.23,제과,2016-01-11,2021-04-10,
1595,복합,8호선,잠실(8)역,814-115,26,분식,2016-01-11,2021-04-10,
1596,복합,8호선,잠실(8)역,814-116,56,음식,2016-01-11,2021-04-10,
1597,복합,8호선,잠실(8)역,814-117,56,이동통신기기,2016-01-11,2021-04-10,
1598,복합,8호선,잠실(8)역,814-118,56,액세서리,2016-01-11,2021-04-10,
1599,복합,8호선,잠실(8)역,814-119,45,공실,2016-01-11,2021-04-10,
1600,복합,8호선,잠실(8)역,814-120,48,잡화,2016-01-11,2021-04-10,
1601,복합,8호선,잠실(8)역,814-121,20,카페,2016-01-11,2021-04-10,
1602,복합,8호선,잠실(8)역,814-122,20,카페,2016-01-11,2021-04-10,
1603,복합,8호선,잠실(8)역,814-123,20,카페,2016-01-11,2021-04-10,
1604,복합,8호선,잠실(8)역,814-202,29,제과,2016-01-11,2021-04-10,
1605,복합,8호선,잠실(8)역,814-203,13.5,커피,2016-01-11,2021-04-10,
1606,복합,8호선,잠실(8)역,814-204,9.36,커피,2016-01-11,2021-04-10,
1607,공실,8호선,잠실(8)역,814-201,28.6,,,,
1608,개별(일반),8호선,석촌역,815-101,30,푸른마을,2017-01-05,2022-01-04,2500000
1609,네트워크,8호선,석촌역,815-102,38,편의점,2016-07-25,2021-11-17,9780832
1610,개별(일반),8호선,송파역,816-101,27.15,제과,2017-09-16,2022-10-15,1712000
1611,네트워크,8호선,송파역,816-102,32.2,편의점,2016-07-25,2021-11-17,5517976
1612,개별(일반),8호선,가락시장(8)역,817-101,30.44,제과(완제품),2021-01-21,2026-02-20,1516600
1613,네트워크,8호선,가락시장(8)역,817-102,33,편의점,2016-07-25,2021-11-17,7167277
1614,공실,8호선,가락시장(8)역,817-104,54.52,,,,
1615,개별(일반),8호선,가락시장(8)역,817-105,52.16,의류,2019-04-09,2024-05-08,4099800
1616,개별(일반),8호선,가락시장(8)역,817-106,19.84,창고(도소매),2020-02-11,2025-03-11,1012000
1617,개별(일반),8호선,가락시장(8)역,817-107,24.61,제과,2019-12-18,2025-01-16,2186000
1618,네트워크,8호선,문정역,818-101,30,편의점,2016-07-25,2021-11-17,5552551
1619,네트워크,8호선,장지역,819-101,35.2,편의점,2016-07-25,2021-11-17,11392786
1620,개별(일반),8호선,장지역,819-102,38.82,약국,2020-08-31,2025-09-30,4710000
1621,개별(일반),8호선,장지역,819-103,12.85,꽃집,2020-08-03,2025-09-02,2500000
1622,네트워크,8호선,복정역,820-101,50,편의점,2016-07-25,2021-11-17,8911248
1623,네트워크,8호선,산성역,821-101,30,편의점,2016-07-25,2021-11-17,6116450
1624,개별(일반),8호선,남한산성입구역,822-101,34.32,농산품,2021-05-13,2026-06-12,2300000
1625,네트워크,8호선,남한산성입구역,822-201,36,편의점,2016-07-25,2021-11-17,12353088
1626,개별(일반),8호선,남한산성입구역,822-202,22.09,"휴게음식(만쥬,김밥)",2019-12-10,2025-01-08,1590000
1627,공실,8호선,남한산성입구역,822-203,54.76,,,,
1628,네트워크,8호선,남한산성입구역,822-204,34.18,액세서리,2018-05-09,2023-07-07,1977511
1629,개별(일반),8호선,남한산성입구역,822-205,17,커피,2019-10-29,2024-11-27,1666600
1630,공실,8호선,단대오거리역,823-101,42.5,,,,
1631,개별(일반),8호선,단대오거리역,823-102,36.78,제과(완제품),2021-01-21,2026-02-20,1700000
1632,네트워크,8호선,단대오거리역,823-201,32.5,편의점,2016-07-25,2021-11-17,8712991
1633,공실,8호선,단대오거리역,823-202,28.97,,,,
1634,개별(일반),8호선,단대오거리역,823-203,54.03,분식,2018-08-31,2023-09-29,7630000
1635,개별(일반),8호선,단대오거리역,823-204,75.09,의류,2021-03-18,2026-04-17,3780000
1636,네트워크,8호선,신흥역,824-101,40,편의점,2016-07-25,2021-11-17,6124682
1637,네트워크,8호선,수진역,825-101,40,편의점,2016-07-25,2021-11-17,5575875
1638,네트워크,8호선,모란역,826-101,50,편의점,2016-07-25,2021-11-17,5831070
1639,공실,9호선,고속터미널역,,34.57,,,,
1640,공실,9호선,공항시장역,,45.95,,,,
1641,공실,9호선,신방화역,,57.34,,,,
1642,공실,9호선,샛강역,,27.31,,,,
1643,공실,9호선,노들역,,57.76,,,,
,개별,9호선,개화역,,,,,,
,개별,9호선,김포공항역,,,,,,
,개별,9호선,마곡나루역,,,,,,
,개별,9호선,가양역,,,,,,
,개별,9호선,증미역,,,,,,
,개별,9호선,등촌역,,,,,,
,개별,9호선,염창역,,,,,,
,개별,9호선,신목동역,,,,,,
,개별,9호선,선유도역,,,,,,
,개별,9호선,당산역,,,,,,
,개별,9호선,국회의사당역,,,,,,
,개별,9호선,여의도역,,,,,,
,개별,9호선,노량진역,,,,,,
,개별,9호선,흑석역,,,,,,
,개별,9호선,동작역,,,,,,
,개별,9호선,구반포역,,,,,,
,개별,9호선,신반포역,,,,,,
,개별,9호선,사평역,,,,,,
,개별,9호선,신논현역,,,,,,
